dishwasher,disposal,kitchen,kitchen_2,light,microwave,refrigerator,stove,washer_dryer
0.0,0.0,0.0,1.0,8.9375,4.9375,161.125,0.0625,2.0
0.0,0.0,0.0,1.0,8.9375,4.875,160.6875,0.1875,2.0
0.0,0.0,0.0,1.0,9.0,4.8125,160.5,0.5,2.0
0.0,0.0,0.0,1.0,9.0,4.9375,160.4375,0.25,2.0
0.06666666666666667,0.0,0.0,1.0,9.0,4.733333333333333,159.93333333333334,0.3333333333333333,2.0
0.0625,0.0,0.0,1.0,9.0,4.875,160.1875,0.125,2.0
0.1875,0.0,0.0,1.0,9.0,4.9375,159.5625,0.4375,1.875
0.0625,0.0,0.0,1.0,9.0,4.9375,159.6875,0.5625,2.0
0.0,0.0,0.0,1.0,9.0,4.9375,159.3125,0.3125,2.0
0.0,0.0,0.0,1.0,9.0,5.0,159.5625,0.375,1.9375
0.0625,0.0,0.1875,1.0,8.625,4.5625,101.875,0.5625,2.0
0.0,0.0,0.3125,1.0,8.0,4.0625,6.0625,1.0,2.0
0.0625,0.0,0.25,1.0,8.0,4.0625,6.125,0.9375,2.0
0.0625,0.0,0.1875,1.0,8.0,4.0,6.125,1.0,2.0
0.125,0.0,0.375,1.0,8.0,4.0,6.0625,1.0,2.0
0.1875,0.0,0.4375,1.0,8.0,4.0,6.0,0.875,2.0
0.06666666666666667,0.0,0.3333333333333333,1.0,8.0,4.066666666666666,6.2,0.9333333333333333,2.0
0.0625,0.0,0.25,1.0,8.0,4.0625,6.375,1.0,2.0
0.125,0.0,0.25,1.0,8.0,4.0625,6.1875,0.8125,2.0
0.0625,0.0,0.25,1.0,8.0,4.0,6.375,0.9375,2.0
0.0,0.0,0.1875,1.0,8.0,4.0,6.3125,1.0,2.0
0.0625,0.0,0.3125,1.0,8.0,4.125,6.0625,1.0,2.0
0.06666666666666667,0.0,0.26666666666666666,1.0,8.0,4.0,6.2,0.8,2.0
0.1875,0.0,0.1875,1.0,8.0,4.125,6.1875,0.75,2.0
0.0625,0.0,0.25,1.0,8.0,4.0625,6.1875,0.9375,2.0625
0.1875,0.0,0.25,1.0,8.0,4.0625,6.25,0.875,2.0
0.125,0.0,0.25,1.0,8.0,4.0,6.25,0.9375,2.0
0.125,0.0,0.375,1.0,8.0,4.0625,6.125,1.0,2.0
0.125,0.0,0.375,1.0,8.0,4.125,6.1875,0.9375,2.0
0.125,0.0,0.4375,1.0,8.0,4.1875,6.4375,0.75,2.0
0.1875,0.0,0.25,1.0,8.0,4.125,6.3125,0.8125,2.0
0.0,0.0,0.3125,1.0,8.0,4.0625,6.125,1.0,2.0
0.1875,0.0,0.25,1.0,8.0,4.25,6.3125,1.0,2.0
0.0625,0.0,0.125,1.0,8.0,4.1875,6.4375,1.0,2.0
0.0625,0.0,0.25,1.0,8.0,4.125,6.3125,0.875,2.0
0.0625,0.0,0.375,1.0,8.0,4.125,6.0625,1.0,2.0
0.25,0.0,0.3125,1.0,8.0,4.0625,6.1875,0.9375,2.0
0.06666666666666667,0.0,0.2,1.0,8.0,4.066666666666666,6.2,1.0,2.0
0.125,0.0,0.1875,1.0,8.0,4.0625,6.1875,0.9375,2.0
0.0,0.0,0.1875,1.0,8.0,4.0,6.375,0.8125,2.0
0.0625,0.0,0.125,1.0,8.6875,4.75,130.3125,0.375,2.0
0.0,0.0,0.0,1.0625,8.875,5.0,177.0,0.1875,2.0
0.125,0.0,0.0,1.0,9.0,5.0,171.8125,0.125,2.0
0.0625,0.0,0.0,1.0,9.0,4.9375,172.3125,0.0625,2.0
0.0625,0.0,0.0,1.0,9.0,4.875,172.0,0.375,2.0
0.0625,0.0,0.0,1.0,9.0,5.0,170.25,0.0,2.0
0.125,0.0,0.0,1.0,8.9375,5.0,168.375,0.0625,2.0
0.0625,0.0,0.0,1.0,9.0,5.0,166.0,0.25,2.0
0.125,0.0,0.0,1.0,9.0,4.6875,164.625,0.125,2.0
0.125,0.0,0.0,1.0,8.9375,4.8125,164.0,0.0,2.0
0.0625,0.0,0.0,1.0,8.9375,4.9375,163.125,0.125,2.0
0.125,0.0,0.75,1.0,107.4375,5.625,303.8125,0.0625,1.5625
0.1875,0.0,1.0,1.0,140.75,5.875,350.0,0.0,1.5
0.3125,0.0,1.0,1.0,150.3125,5.6875,349.875,0.0625,2.1875
0.0,0.0,0.9375,1.0,54.5,5.3125,349.3125,0.0,1.5625
0.06666666666666667,0.0,0.13333333333333333,1.0,9.133333333333333,4.933333333333334,192.8,0.0,2.0
0.0625,0.0,0.0,1.0,9.0,4.9375,168.6875,0.1875,2.0
0.0,0.0,0.0,1.0,8.9375,4.75,168.0,0.125,2.0
0.0,0.0,0.0,1.0,8.9375,4.8125,162.375,0.0625,1.9375
0.0625,0.0,0.0,1.0,9.0,4.6875,162.0625,0.0,2.0
0.125,0.0,0.0,1.0,8.9375,4.8125,161.5625,0.0625,1.9375
0.0625,0.0,0.0,1.0,8.9375,4.8125,161.25,0.0625,2.0
0.0,0.0,0.0,1.0,9.0,4.9375,161.4375,0.25,2.0
0.125,0.0,0.0,1.0625,8.9375,4.75,161.125,0.0,2.0
0.0625,0.0,0.0,1.0,9.0,4.875,160.625,0.0,2.0
0.0625,0.0,0.0,1.0,8.8125,4.9375,160.5625,0.125,2.0
0.0625,0.0,0.0,1.0,8.9375,4.875,160.25,0.125,2.0
0.0625,0.0,0.0,1.0,8.8125,4.75,159.625,0.0625,2.0
0.0,0.0,0.0,1.0,8.866666666666667,4.866666666666666,159.66666666666666,0.13333333333333333,2.0
0.125,0.0,0.0,1.0,8.875,4.6875,159.5625,0.0625,2.0
0.125,0.0,0.0,1.0,9.0,4.8125,158.8125,0.3125,2.0
0.0,0.0,0.0,1.0,8.9375,4.875,158.75,0.5,2.0
0.0,0.0,0.0,1.0,8.9375,4.9375,157.875,0.4375,2.0
0.0625,0.0,0.0,1.0,9.0,4.9375,158.375,0.125,2.0
0.0625,0.0,0.0,1.0,8.5625,4.5625,101.0625,0.6875,1.875
0.125,0.0,0.0625,1.0,8.0,4.0,6.125,0.9375,1.9375
0.06666666666666667,0.0,0.26666666666666666,1.0,8.0,4.133333333333334,6.0,0.9333333333333333,2.0
0.0625,0.0,0.25,1.0,8.0,4.125,6.125,1.0,1.875
0.1875,0.0,0.25,1.0,8.0,4.0625,6.0,1.0,1.9375
0.0,0.0,0.125,1.0,8.0,4.0625,6.0,0.9375,1.9375
0.0,0.0,0.125,1.0,8.0,4.0,6.0,1.0,1.9375
0.0625,0.0,0.3125,1.0,8.0,4.0625,6.0,1.0,1.9375
0.0,0.0,0.1875,1.0,8.0,4.0,6.0625,0.9375,2.0
0.1875,0.0,0.3125,1.0,8.0,4.0625,6.0,0.875,2.0
0.0,0.0,0.1875,1.0,8.0,4.0,6.125,0.9375,1.9375
0.0,0.0,0.1875,1.0,8.0,4.0,6.0,1.0,2.0
0.0,0.0,0.375,1.0,8.0,4.0,6.0625,0.875,2.0
0.0,0.0,0.125,1.0,8.0,4.0,6.1875,1.0,2.0
0.0,0.0,0.4,1.0,8.0,4.2,6.0,0.9333333333333333,2.0
0.125,0.0,0.4375,1.0,8.0,4.125,6.125,1.0,2.0
0.0,0.0,0.0625,1.0,8.0,4.0,6.0,0.9375,1.9375
0.0625,0.0,0.5,1.0,8.0,4.0,6.0,0.875,2.0
0.0,0.0,0.1875,1.0,8.0,4.0,6.125,1.0,2.0
0.0,0.0,0.3125,1.0,8.0,4.0625,6.0,0.75,2.0
0.0625,0.0,0.25,1.0,8.0,4.0,6.1875,0.9375,2.0
0.0625,0.0,0.125,1.0,8.0,4.0,6.125,1.0,2.0
0.0625,0.0,0.3125,1.0,8.0,4.0,6.1875,0.875,2.0
0.26666666666666666,0.0,0.4666666666666667,1.0,8.0,4.0,6.0,1.0,2.066666666666667
0.0625,0.0,0.1875,1.0,8.0,4.0,6.125,0.9375,2.0
0.0625,0.0,0.25,1.0,8.0,4.0625,6.0625,1.0,2.0
0.0,0.0,0.125,1.0,8.0,4.0,6.1875,1.0,2.0
0.0,0.0,0.125,1.0,8.0,4.0625,6.125,0.875,2.0
0.125,0.0,0.0625,1.0,8.0,4.0625,6.125,1.0,2.0
0.06666666666666667,0.0,0.2,1.0,8.0,4.133333333333334,6.133333333333334,0.8,2.0
0.0625,0.0,0.0,1.0,8.5625,4.5625,120.3125,0.5625,2.0
0.0625,0.0,0.0,1.0,9.0,4.8125,177.25,0.0625,2.0
0.0625,0.0,0.0,1.0,9.0,5.0,171.3125,0.125,2.0
0.0,0.0,0.0,1.0,8.9375,4.75,168.5625,0.0625,2.0
0.0,0.0,0.0,1.0,8.9375,4.9375,167.625,0.1875,2.0
0.0625,0.0,0.0,1.0,9.0,4.8125,167.125,0.0,2.0
0.0625,0.0,0.0,1.0,9.0,4.8125,165.875,0.3125,2.0
0.125,0.0,0.0,1.0,8.9375,4.875,165.5,0.5,2.0
0.0,0.0,0.0,1.0,8.9375,4.875,163.9375,0.25,2.0
0.0625,0.0,0.0,1.0,9.0,4.875,163.3125,0.125,2.0
0.0,0.0,0.0,1.0625,9.0,5.0,163.125,0.125,2.0
0.0,0.0,0.0,1.0,9.0,4.9375,162.375,0.125,2.0
0.13333333333333333,0.0,0.0,1.0,9.0,5.0,161.73333333333332,0.0,2.0
0.0625,0.0,0.0,1.0,9.0,4.875,161.5625,0.375,2.0625
0.1875,0.0,0.0,1.0,9.0,4.8125,160.625,0.0625,2.0
0.0625,0.0,0.0,1.0,9.0,4.875,160.0625,0.3125,2.0625
0.125,0.0,0.0,1.0,8.9375,4.9375,160.0625,0.375,2.0625
0.125,0.0,0.0,1.0,8.8125,4.8125,159.6875,0.0,2.0
0.0,0.0,0.0,1.0,8.9375,4.75,159.0625,0.25,2.0
0.0,0.0,0.0,1.0,9.0,4.75,158.75,0.1875,2.0625
0.0625,0.0,0.0,1.0,9.0,4.9375,158.875,0.1875,2.0
0.0,0.0,0.0,1.0,8.9375,4.9375,158.3125,0.6875,2.0
0.25,0.0,0.0,1.0,9.0,4.6875,158.125,0.25,2.0
0.0625,0.0,0.0,1.0625,8.9375,4.875,157.625,0.125,2.125
0.06666666666666667,0.0,0.0,1.0,8.866666666666667,4.866666666666666,157.73333333333332,0.3333333333333333,2.0
0.125,0.0,0.0,1.0,8.9375,4.875,157.0,0.25,2.0
0.0,0.0,0.0,1.0,8.9375,4.9375,157.375,0.5,2.0
0.0,0.0,0.0,1.0,8.9375,4.875,157.1875,0.1875,2.0
0.0625,0.0,0.0,1.0,8.9375,4.9375,157.4375,0.375,2.0
0.125,0.0,0.125,1.0,8.125,4.1875,24.8125,0.875,2.0
0.25,0.0,0.1875,1.0,8.0,4.0,6.0625,1.0,2.0
0.1875,0.0,0.5625,1.0,8.0,4.0,6.125,1.0,2.0
0.06666666666666667,0.0,0.26666666666666666,1.0,8.0,4.133333333333334,6.133333333333334,1.0,2.0
0.0625,0.0,0.3125,1.0,8.0,4.125,6.1875,1.0,2.0
0.0625,0.0,0.25,1.0,8.0,4.125,6.125,1.0,2.0
0.1875,0.0,0.375,1.0,8.0,4.0625,6.1875,0.875,2.0
0.0625,0.0,0.4375,1.0,8.0,4.25,6.1875,1.0,2.0
0.0625,0.0,0.375,1.0,8.0,4.0625,6.0625,1.0,2.0
0.125,0.0,0.3125,1.0,8.0,4.0,6.1875,1.0,2.0
0.0625,0.0,0.25,1.0,8.0,4.125,6.0,0.875,2.0
0.1875,0.0,0.375,1.0,8.0,4.0,6.125,1.0,2.0
0.0625,0.0,0.1875,1.0,8.0625,4.125,18.0625,0.8125,2.0
0.0625,0.0,0.0,1.0,8.9375,4.9375,196.5625,0.0,2.0
0.0,0.0,0.0,1.1875,9.0,4.9375,195.5,0.0625,2.0
0.0,0.0,0.0,1.0,9.0,4.9375,195.0625,0.125,2.0
0.1875,0.0,0.0625,1.0,8.375,4.375,81.0625,0.625,2.0
0.0,0.0,0.25,1.0,8.0,4.0,12.3125,0.9375,2.0
0.125,0.0,0.125,1.0,8.0,4.1875,16.0,0.875,2.0
0.125,0.0,0.5,1.0,8.0,4.0,6.0,1.0,2.0
0.125,0.0,0.3125,1.0,8.0,4.0,6.1875,0.9375,2.0
0.0,0.0,0.125,1.0,8.0,4.0,6.125,1.0,2.0
0.0625,0.0,0.125,1.0,8.0,4.0,6.0,1.0,2.0
0.125,0.0,0.375,1.0,8.0,4.0625,6.0625,0.9375,1.9375
0.06666666666666667,0.0,0.5333333333333333,1.0,8.0,4.066666666666666,6.133333333333334,1.0,1.9333333333333333
0.0625,0.0,0.125,1.0,8.0,4.0,6.125,1.0,2.0
0.125,0.0,0.5,1.0,8.0,4.0,6.0,0.9375,2.0
0.0625,0.0,0.3125,1.0,8.0,4.0,6.125,1.0,1.9375
0.1875,0.0,0.25,1.0,8.0,4.0625,6.125,1.0,2.0
0.0625,0.0,0.25,1.0,8.0,4.0625,6.1875,1.0,2.0
0.125,0.0,0.0625,1.0,8.375,4.375,74.625,0.5625,1.9375
0.0,0.0,0.0,1.0,9.0,5.0,186.4375,0.125,2.0
0.125,0.0,0.0,1.0,9.0,5.0,176.9375,0.1875,2.0625
0.125,0.0,0.0,1.0,9.0,4.875,173.5625,0.0625,2.0
0.0625,0.0,0.0,1.0,9.0,5.0,172.125,0.375,2.0
0.0,0.0,0.0,1.0,9.0,4.9375,170.75,0.25,2.0
0.0,0.0,0.0,1.0,8.875,4.8125,169.5,0.0625,2.0
0.125,0.0,0.0,1.0,8.9375,4.8125,168.9375,0.1875,2.0
0.0,0.0,0.0,1.0,9.0,4.875,167.6875,0.1875,2.0
0.0,0.0,0.0,1.0,8.9375,5.0,166.875,0.125,1.875
0.0,0.0,0.0,1.0,9.0,5.0,166.5,0.0,2.0
0.0625,0.0,0.0,1.0,9.0,5.0,166.25,0.125,1.9375
0.2,0.0,0.0,1.0,8.933333333333334,5.0,165.8,0.06666666666666667,2.0
0.0625,0.0,0.0,1.0,8.9375,4.8125,165.6875,0.1875,2.0
0.0625,0.0,0.0,1.0,9.0,4.9375,165.0625,0.1875,2.0
0.0,0.0,0.0,1.0,9.0,4.875,164.375,0.3125,2.0
0.125,0.0,0.0,1.0,9.0,5.0,163.75,0.125,2.0
0.0,0.0,0.0,1.0,9.0,4.9375,163.25,0.25,2.0
0.0,0.0,0.0,1.0,9.0,4.75,162.0625,0.0625,2.0
0.0625,0.0,0.0,1.0,9.0,4.9375,161.875,0.0625,2.0
0.0625,0.0,0.0,1.0625,9.0,4.8125,161.75,0.0,2.0
0.0625,0.0,0.0,1.0,8.875,4.875,161.3125,0.3125,2.0
0.125,0.0,0.0,1.0,9.0,5.0,161.375,0.1875,1.875
0.0625,0.0,0.0,1.0,9.0,5.0,160.75,0.1875,2.0
0.0,0.0,0.0,1.0,8.9375,4.875,160.8125,0.25,2.0
0.0625,0.0,0.0,1.0625,8.9375,4.6875,160.5625,0.3125,2.0
0.0625,0.0,0.0,1.0,9.0,4.9375,160.3125,0.1875,2.0
0.0625,0.0,0.0,1.0,8.8125,4.9375,159.625,0.25,2.0
0.0,0.0,0.0,1.0,8.9375,4.75,160.375,0.5,2.0
0.125,0.0,0.0,1.0,8.9375,4.9375,159.5,0.4375,2.0
0.0625,0.0,0.0,1.0,9.0,4.6875,159.125,0.125,2.0
0.0,0.0,0.0,1.0,8.9375,4.9375,158.625,0.25,2.0
0.0,0.0,0.25,1.0,8.0625,4.125,15.5625,0.875,1.9375
0.0,0.0,0.375,1.0,8.0,4.0,6.0625,0.9375,2.0
0.0,0.0,0.06666666666666667,1.0,8.0,4.0,6.2,0.9333333333333333,2.0
0.058823529411764705,0.0,0.4117647058823529,1.0,8.0,4.0,6.0,0.9411764705882353,2.0
0.06666666666666667,0.0,0.26666666666666666,1.0,8.0,4.0,6.066666666666666,1.0,2.0
0.0,0.0,0.3125,1.0,8.0,4.125,6.0625,1.0,2.0
0.0625,0.0,0.3125,1.0,8.0,4.0,6.0,1.0,2.0
0.0625,0.0,0.25,1.0,8.0,4.0,6.25,0.875,2.0
0.1875,0.0,0.1875,1.0,8.0,4.0625,6.1875,0.75,2.0
0.0,0.0,0.375,1.0,8.0,4.0,6.0625,1.0,2.0
0.125,0.0,0.1875,1.0,8.0,4.0625,6.0,0.9375,2.0
0.125,0.0,0.25,1.0,8.0,4.0625,6.125,0.9375,2.0
0.125,0.0,0.25,1.0,8.0,4.0625,6.125,1.0,2.0
0.0,0.0,0.1875,1.0,8.0,4.0,6.0625,0.9375,2.0
0.125,0.0,0.125,1.0,8.0,4.0625,6.0,0.75,2.0
0.125,0.0,0.25,1.0,8.0,4.0,6.1875,1.0,2.0
0.0,0.0,0.125,1.0,8.0,4.0625,6.1875,1.0,2.0
0.125,0.0,0.4375,1.0,8.0,4.125,6.0625,0.875,2.0
0.0,0.0,0.125,1.0,8.0,4.0,6.1875,0.875,2.0
0.0625,0.0,0.1875,1.0,8.0,4.0,6.25,0.9375,2.0
0.0625,0.0,0.375,1.0,8.0,4.0625,6.125,1.0,2.0
0.0,0.0,0.1875,1.0,8.0,4.0,6.125,0.875,2.0
0.125,0.0,0.125,1.0,8.0,4.0,6.125,1.0,2.0
0.0625,0.0,0.375,1.0,8.0,4.125,6.0625,1.0,2.0
0.0,0.0,0.26666666666666666,1.0,8.0,4.0,6.066666666666666,0.8666666666666667,2.0
0.0,0.0,0.35294117647058826,1.0,8.0,4.0588235294117645,6.0588235294117645,1.0,2.0
0.06666666666666667,0.0,0.26666666666666666,1.0,8.0,4.133333333333334,6.133333333333334,1.0,2.0
0.0625,0.0,0.125,1.0,8.0,4.125,6.0625,0.875,2.0
0.0,0.0,0.0625,1.0,8.0,4.0,6.125,0.9375,2.0
0.0625,0.0,0.125,1.0,8.0,4.0,6.0625,0.9375,2.0
0.125,0.0,0.125,1.0625,8.5625,4.5625,109.0625,0.4375,2.0
0.125,0.0,0.0,1.0,9.0,5.0,179.6875,0.125,2.0
0.0,0.0,0.0,1.0,9.0,4.875,173.125,0.25,2.0
0.0,0.0,0.0,1.0625,9.0,5.0,171.75,0.25,1.9375
0.0,0.0,0.0,1.0,8.9375,4.625,170.375,0.0,2.0
0.1875,0.0,0.0,1.0,8.875,4.875,168.625,0.1875,2.0
0.125,0.0,0.0,1.0,9.0,4.8125,167.8125,0.125,2.0
0.125,0.0,0.0,1.0,9.0,4.75,166.5625,0.375,2.0
0.0625,0.0,0.0,1.0,9.0,4.875,165.1875,0.0625,2.0
0.125,0.0,0.0,1.0,8.9375,4.75,164.3125,0.125,2.0
0.0,0.0,0.0,1.0625,9.0,4.8125,164.375,0.0,2.0
0.0625,0.0,0.0,1.0,8.9375,4.75,164.0,0.0,2.0
0.0625,0.0,0.0,1.0,8.875,4.875,163.8125,0.0625,2.0
0.0625,0.0,0.0,1.0,9.0,4.8125,163.125,0.1875,2.0
0.125,0.0,0.0,1.0,9.0,4.875,162.9375,0.0,2.0
0.0625,0.0,0.0,1.0,8.875,4.8125,162.5625,0.3125,2.0
0.0,0.0,0.0,1.0625,9.0,4.9375,162.25,0.125,2.0
0.0,0.0,0.0,1.0,8.9375,4.8125,161.8125,0.5,2.0
0.0625,0.0,0.4375,1.0,9.0,4.9375,255.875,0.1875,2.0
0.0,0.0,0.9375,1.0,9.0625,5.0,349.125,0.0,2.0
0.0625,0.0,0.875,1.0,9.0625,5.0,348.1875,0.0,2.0
0.125,0.0,0.8125,1.0,9.25,5.0,347.5,0.0,2.0
0.0,0.0,0.6666666666666666,1.0,9.133333333333333,4.866666666666666,287.53333333333336,0.13333333333333333,2.0
0.0625,0.0,0.0,1.0,9.0,4.875,167.6875,0.0625,2.0
0.0,0.0,0.0,1.0625,8.9375,5.0,172.625,0.0625,2.0
0.125,0.0,0.0,1.0,8.9375,4.8125,162.6875,0.375,2.0
0.0625,0.0,0.0,1.0,8.8125,4.75,162.4375,0.25,2.0
0.0,0.0,0.0,1.0,8.875,4.9375,162.4375,0.4375,2.0
0.0625,0.0,0.125,1.0,8.5625,4.5625,103.3125,0.4375,2.0
0.0,0.0,0.4375,1.0,8.0,4.0,6.0625,0.875,2.0
0.125,0.0,0.125,1.0,8.0,4.0625,6.0,0.875,2.0
0.0625,0.0,0.4375,1.0,8.0,4.0,6.0625,1.0,2.0
0.0625,0.0,0.1875,1.0,8.0,4.0625,6.0625,1.0,2.0
0.125,0.0,0.25,1.0,8.0,4.0625,6.0,1.0,2.0
0.1875,0.0,0.3125,1.0,8.0,4.0,6.125,0.9375,2.0
0.0,0.0,0.375,1.0,8.0,4.0,6.0,0.9375,2.0
0.0625,0.0,0.0,1.0,8.0,4.0,6.125,1.0,2.0
0.125,0.0,0.125,1.0,8.0,4.0,6.0625,1.0,1.9375
0.0625,0.0,0.0625,1.0,8.0,4.0,6.0,0.8125,2.0
0.0625,0.0,0.1875,1.0,8.0,4.0625,6.0,1.0,2.0
0.0625,0.0,0.3125,1.0,8.0,4.0,6.0625,0.875,2.0
0.0625,0.0,0.375,1.0,8.0,4.0,6.125,0.9375,2.0
0.0625,0.0,0.25,1.0,8.0,4.0,6.0625,1.0,2.0
0.125,0.0,0.25,1.0,8.0,4.0625,6.0,0.9375,2.0
0.0,0.0,0.25,1.0,8.0,4.0,6.0625,0.8125,2.0625
0.125,0.0,0.25,1.0,8.0,4.0,6.0,0.9375,2.0
0.125,0.0,0.375,1.0,8.0,4.0625,6.125,0.75,2.0
0.0625,0.0,0.1875,1.0,8.0,4.0625,6.1875,0.9375,2.0
0.0625,0.0,0.1875,1.0,8.0,4.125,6.125,0.8125,2.0
0.0,0.0,0.25,1.0,8.0,4.0,6.0625,0.9375,2.125
0.0,0.0,0.125,1.0,8.0,4.125,6.0625,0.9375,2.0
0.125,0.0,0.3125,1.0,8.0,4.0625,6.0,0.9375,2.0
0.0625,0.0,0.375,1.0,8.0,4.0,6.0,1.0,2.0
0.0,0.0,0.1875,1.0,8.0,4.0625,6.0,0.875,2.0
0.0,0.0,0.125,1.0,8.0,4.0625,6.0625,0.9375,2.0
0.125,0.0,0.3125,1.0,8.0,4.0,6.0625,0.875,2.0
0.0,0.0,0.125,1.0,8.0,4.0,6.0625,0.9375,2.0
0.0,0.0,0.0625,1.0,8.625,4.5625,132.0,0.4375,2.0625
0.0,0.0,0.0,1.0,8.9375,4.8125,178.8125,0.0,2.0
0.06666666666666667,0.0,0.0,1.0,8.8,4.933333333333334,173.46666666666667,0.4,2.0
0.0625,0.0,0.0,1.0,8.6875,4.75,171.6875,0.125,2.0
0.0,0.0,0.0,1.0,8.75,4.6875,170.375,0.125,2.0
0.0625,0.0,0.0,1.0,8.875,4.625,169.1875,0.3125,2.0
0.125,0.0,0.0,1.0,8.875,4.75,168.1875,0.0625,2.0
0.0,0.0,0.0,1.0,8.8125,4.9375,167.1875,0.1875,2.0
0.0,0.0,0.0,1.0,8.9375,4.75,166.375,0.0625,2.0
0.0,0.0,0.0,1.0,8.8125,4.5625,165.875,0.125,2.0
0.0625,0.0,0.0,1.0,8.8125,4.8125,165.1875,0.0,2.0
0.0625,0.0,0.0,1.0,8.9375,4.8125,165.5,0.0,2.0
0.0625,0.0,0.0,1.0,9.0,4.75,164.8125,0.0,2.0
0.0,0.0,0.0,1.0,8.875,4.8125,163.9375,0.0625,1.9375
0.0625,0.0,6.3125,1.0,75.9375,4.875,163.8125,0.0,1.75
0.0625,0.0,13.0,1.0,137.625,5.0,163.625,0.0,1.75
0.0625,0.0,13.0,1.0,148.375,5.0,163.3125,0.0,1.875
0.0625,0.0,13.0,1.0,155.375,5.125,168.125,0.0,0.875
0.1875,0.0,13.0,1.0,159.625,5.0,172.5625,0.0,1.75
0.26666666666666666,0.0,12.933333333333334,1.0,158.06666666666666,5.066666666666666,167.6,0.0,2.0
0.3125,0.0,13.1875,67.9375,155.9375,4.9375,166.25,0.125,1.9375
0.0,0.0,17.0,1062.25,150.25,4.0,156.1875,1.875,1.0625
0.0,0.0,17.0,1058.9375,151.25,3.875,155.5,2.0,1.4375
0.0,0.0,17.0,1058.5625,151.3125,3.9375,154.625,1.9375,1.375
0.0,0.0,17.0625,1057.5,151.4375,3.8125,154.0,1.8125,1.5625
0.0,0.0,17.375,1057.6875,151.5625,4.0,153.625,2.0,1.625
0.0,0.0,17.5625,1059.4375,152.4375,3.875,152.6875,2.0,1.5625
0.3333333333333333,0.0,13.666666666666666,142.06666666666666,156.73333333333332,4.933333333333334,160.26666666666668,0.2,1.8666666666666667
0.25,0.0,14.5625,333.375,156.6875,4.625,158.9375,0.5625,1.875
0.1875,0.0,13.0,1.0,157.875,5.0,161.1875,0.0,1.875
0.125,0.0,13.0,1.0,157.5,5.0,161.125,0.0,1.8125
0.0625,0.0,13.9375,200.25,156.625,4.625,158.75,0.375,1.4375
0.3125,0.0,13.3125,1.0,157.3125,5.0,112.0625,0.0,1.8125
0.125,0.0,14.9375,199.9375,155.3125,4.625,5.25,0.4375,1.6875
0.125,0.0,14.3125,66.9375,156.0625,4.875,5.75,0.1875,1.9375
0.3333333333333333,0.0,14.0,1.0,156.2,5.0,6.066666666666666,0.0,2.0
0.29411764705882354,0.0,15.176470588235293,249.52941176470588,154.8235294117647,4.588235294117647,5.0588235294117645,0.47058823529411764,1.8823529411764706
0.5333333333333333,0.0,14.2,1.0,155.06666666666666,5.0,6.0,0.0,2.0
0.25,0.0,14.0,1.0,155.3125,4.9375,6.0625,0.0,1.9375
0.125,0.0,15.3125,264.25,153.625,4.5625,5.0625,0.5625,1.9375
0.1875,0.0,14.0,1.0,154.8125,5.0,6.0,0.0,2.0
0.3125,0.0,14.0625,1.0,154.25,5.0,6.0625,0.0,2.0
0.125,0.0,15.0,264.875,152.8125,4.75,4.875,0.375,1.75
0.125,0.0,14.0,1.0,153.75,5.0,6.0,0.0,1.875
0.125,0.0,14.0,1.0,153.25,5.0,6.0,0.0,1.9375
0.375,0.0,15.3125,264.75,151.5625,4.625,5.0,0.5,1.625
0.0,0.0,14.0,1.0,152.5,4.9375,6.0,0.0,1.5
0.0,0.0,14.0625,1.0,151.125,5.0,6.0,0.0,1.375
0.0,0.0,14.625,132.4375,149.9375,4.75,5.5,0.25,1.0625
0.0,0.0,14.266666666666667,70.86666666666666,149.86666666666667,4.866666666666666,5.733333333333333,0.13333333333333333,1.1333333333333333
0.125,0.0,14.0,1.0,148.9375,5.0,6.0,0.0,0.9375
0.0,0.0,14.0,1.0,149.125,5.0,6.0,0.0,0.875
0.0,0.0,14.9375,198.5625,149.3125,4.6875,5.25,0.375,1.5
0.0625,0.0,14.0,1.0,150.4375,5.0,6.0625,0.0,1.6875
0.125,0.0,14.0,1.0,149.0,4.9375,6.0,0.0,1.5
0.0,0.0,14.6875,132.6875,148.0,4.8125,5.5,0.3125,1.25
0.0,0.0,14.0,1.0,149.875,5.0,6.0,0.0,1.75
0.0,0.0,14.0,1.0,149.6,5.0,6.0,0.0,1.6
0.125,0.0,15.0,198.3125,147.25,4.625,5.3125,0.4375,1.25
0.0,0.0,14.0,1.0,147.75,4.9375,6.0625,0.0625,1.0625
0.0,0.0,14.0,1.0,147.6875,5.0,6.0625,0.0,1.25
0.0,0.0,14.9375,198.875,147.1875,4.625,5.1875,0.375,1.1875
0.0625,0.0,14.0,1.0,149.5625,4.9375,6.0625,0.0,1.75
0.0,0.0,13.5625,1.0,150.125,4.9375,85.0,0.0,1.5
0.0,0.0,13.3125,67.125,150.125,4.875,180.0625,0.125,1.375
0.0,0.0,13.625,132.6875,148.5625,4.875,171.5,0.25,1.0
0.0,0.0,13.0,1.0,147.8125,5.0,169.5625,0.0,0.875
0.0,0.0,13.0,0.9375,148.1875,5.0,168.0,0.0,0.9375
0.0,0.0,13.9375,199.4375,146.8125,4.8125,165.0625,0.375,1.0
0.0,0.0,13.0,1.0,147.25,5.0,166.0,0.0,1.125
